Angustia,Neutral,Disgusto,Sorpresa,Angustia,Sorpresa,Angustia,Alegria,Sorpresa,Angustia,Angustia,Disgusto,Angustia,Angustia,Sorpresa,Angustia,Alegria,Alegria,Alegria,Angustia,Neutral,Angustia,Angustia,Angustia,Angustia,Disgusto,Angustia,Angustia,Angustia,Sorpresa,Alegria,Angustia,Disgusto,Sorpresa,Angustia,Angustia,Angustia,Alegria,Alegria,Alegria,Angustia,Angustia,Neutral,Sorpresa,Alegria,Sorpresa,Neutral,Alegria,Sorpresa,Angustia,Angustia,Alegria,Alegria,Sorpresa,Disgusto,Sorpresa,Alegria,Alegria,Disgusto,Sorpresa,Angustia,Neutral,Alegria,Sorpresa,Alegria,Angustia,Sorpresa,Sorpresa,Angustia,Disgusto,Disgusto,Angustia,Sorpresa,Angustia,Angustia,Sorpresa,Angustia,Sorpresa,Neutral,Disgusto,Alegria,Alegria,Angustia,Alegria,Angustia,Angustia,Sorpresa,Angustia,Neutral,Angustia,Angustia,Alegria,Angustia,Sorpresa,Alegria,Disgusto,Sorpresa,Angustia,Disgusto,Sorpresa,Angustia,Disgusto,Angustia,Alegria,Disgusto,Sorpresa,Sorpresa,Sorpresa,Neutral,Angustia,Angustia,Alegria,Neutral,Alegria,Alegria,Alegria,Sorpresa,Alegria,Alegria,Sorpresa,Sorpresa,Angustia,Sorpresa,Alegria,Alegria,Alegria,Sorpresa,Alegria,Sorpresa,Sorpresa,Sorpresa,Alegria,Sorpresa,Sorpresa,Alegria,Sorpresa,Sorpresa,Sorpresa,Sorpresa,Sorpresa,Sorpresa,Sorpresa,Angustia,Alegria,Sorpresa,Alegria,Alegria,Sorpresa,Angustia,Sorpresa,Sorpresa,Angustia
Disgusto,Sorpresa,Disgusto,Alegria,Angustia,Alegria,Angustia,Alegria,Alegria,Angustia,Angustia,Disgusto,Angustia,Angustia,Alegria,Angustia,Alegria,Alegria,Alegria,Angustia,Neutral,Disgusto,Alegria,Angustia,Angustia,Disgusto,Angustia,Angustia,Disgusto,Disgusto,Alegria,Angustia,Disgusto,Disgusto,Angustia,Angustia,Sorpresa,Alegria,Alegria,Alegria,Angustia,Angustia,Disgusto,Angustia,Alegria,Alegria,Neutral,Alegria,Angustia,Angustia,Disgusto,Alegria,Disgusto,Alegria,Disgusto,Alegria,Alegria,Alegria,Disgusto,Alegria,Sorpresa,Neutral,Alegria,Sorpresa,Alegria,Angustia,Sorpresa,Sorpresa,Sorpresa,Disgusto,Disgusto,Disgusto,Alegria,Angustia,Angustia,Sorpresa,Angustia,Disgusto,Sorpresa,Sorpresa,Angustia,Alegria,Disgusto,Alegria,Angustia,Disgusto,Sorpresa,Angustia,Disgusto,Angustia,Disgusto,Alegria,Alegria,Sorpresa,Alegria,Disgusto,Sorpresa,Disgusto,Disgusto,Alegria,Angustia,Disgusto,Sorpresa,Sorpresa,Disgusto,Sorpresa,Sorpresa,Sorpresa,Neutral,Angustia,Angustia,Alegria,Alegria,Alegria,Alegria,Alegria,Sorpresa,Alegria,Alegria,Alegria,Alegria,Alegria,Alegria,Alegria,Alegria,Alegria,Alegria,Alegria,Alegria,Alegria,Alegria,Alegria,Neutral,Alegria,Alegria,Alegria,Alegria,Alegria,Alegria,Alegria,Alegria,Neutral,Angustia,Alegria,Alegria,Alegria,Angustia,Alegria,Angustia,Neutral,Alegria,Disgusto
Angustia,Sorpresa,Angustia,Sorpresa,Angustia,Sorpresa,Angustia,Alegria,Sorpresa,Angustia,Angustia,Disgusto,Alegria,Sorpresa,Sorpresa,Angustia,Alegria,Alegria,Alegria,Alegria,Alegria,Angustia,Alegria,Disgusto,Angustia,Angustia,Angustia,Angustia,Angustia,Sorpresa,Sorpresa,Sorpresa,Disgusto,Sorpresa,Sorpresa,Angustia,Sorpresa,Alegria,Sorpresa,Sorpresa,Sorpresa,Angustia,Neutral,Sorpresa,Alegria,Alegria,Neutral,Alegria,Alegria,Disgusto,Angustia,Alegria,Sorpresa,Alegria,Alegria,Alegria,Alegria,Sorpresa,Sorpresa,Alegria,Sorpresa,Alegria,Alegria,Sorpresa,Neutral,Sorpresa,Sorpresa,Neutral,Angustia,Sorpresa,Disgusto,Disgusto,Sorpresa,Sorpresa,Angustia,Angustia,Angustia,Disgusto,Sorpresa,Sorpresa,Alegria,Sorpresa,Disgusto,Alegria,Angustia,Disgusto,Neutral,Angustia,Disgusto,Sorpresa,Angustia,Alegria,Alegria,Sorpresa,Alegria,Angustia,Sorpresa,Angustia,Sorpresa,Alegria,Alegria,Disgusto,Sorpresa,Sorpresa,Disgusto,Sorpresa,Sorpresa,Sorpresa,Neutral,Angustia,Angustia,Alegria,Alegria,Alegria,Alegria,Alegria,Angustia,Sorpresa,Alegria,Alegria,Alegria,Sorpresa,Alegria,Alegria,Alegria,Alegria,Alegria,Alegria,Sorpresa,Alegria,Sorpresa,Alegria,Sorpresa,Sorpresa,Alegria,Alegria,Alegria,Sorpresa,Alegria,Sorpresa,Sorpresa,Neutral,Angustia,Alegria,Alegria,Alegria,Alegria,Alegria,Angustia,Sorpresa,Alegria,Angustia
